place_id,name,description,is_spending_on_ads,reviews,rating,competitors,website,phone,can_claim,owner_name,owner_profile_link,featured_image,main_category,categories,workday_timing,is_temporarily_closed,closed_on,address,review_keywords,link,query
ChIJ5UToebYP2C0RLXlddt9a60w,Pantai Gebang,,,141,4.3,"Name: Obyek Wisata Taman Rekreasi Kota Bangkalan
Link: https://www.google.com/maps/search/Obyek+Wisata+Taman+Rekreasi+Kota+Bangkalan/@-7.0436325,112.7404739?authuser=0&hl=id&entry=ttu
Reviews: 129 reviews

Name: Wisata Pantai Martajasah
Link: https://www.google.com/maps/search/Wisata+Pantai+Martajasah/@-7.041518399999999,112.7113078?authuser=0&hl=id&entry=ttu
Reviews: 100 reviews

Name: Pantai batu malang
Link: https://www.google.com/maps/search/Pantai+batu+malang/@-7.1583285,112.8057319?authuser=0&hl=id&entry=ttu
Reviews: 69 reviews

Name: Pantai pandela
Link: https://www.google.com/maps/search/Pantai+pandela/@-6.9732128,112.7941883?authuser=0&hl=id&entry=ttu
Reviews: 46 reviews",,,1,Pantai Gebang (Pemilik),,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqX0DkSuzLb9iMwb_s8yMca-UqzYkuyxLBxtn9XvaRXRLvb9ScCIvWSDA6nt1XMiZxTDc6ABrxXYJcIeS0wHCABxMsOUya_-uc-UicLK142do3V1Rn-aqBmwoD--oxhypB30IW9=s1024,Tujuan Wisata,Tujuan Wisata,Buka 24 jam,,Open All Days,"2Q7P+PPR, Jl. Raya Gebang, Gebang Barat, Gebang, Kec. Bangkalan, Kabupaten Bangkalan, Jawa Timur 69115","nelayan, hilal, pemandangan, parkir, sunset, pagi",https://www.google.com/maps/place/Pantai+Gebang/data=!4m7!3m6!1s0x2dd80fb679e844e5:0x4ceb5adf765d792d!8m2!3d-6.9856497!4d112.7867654!16s%2Fg%2F11dfl8pnry!19sChIJ5UToebYP2C0RLXlddt9a60w?authuser=0&hl=id&rclk=1,beaches in bangkalan
ChIJK0Vb8FMH2C0RXFuaYdeY9-A,Wisata Pantai Martajasah,,,100,4.2,"Name: Pantai Gebang
Link: https://www.google.com/maps/search/Pantai+Gebang/@-6.9856497,112.7867654?authuser=0&hl=id&entry=ttu
Reviews: 141 reviews

Name: Obyek Wisata Taman Rekreasi Kota Bangkalan
Link: https://www.google.com/maps/search/Obyek+Wisata+Taman+Rekreasi+Kota+Bangkalan/@-7.0436325,112.7404739?authuser=0&hl=id&entry=ttu
Reviews: 129 reviews

Name: Pantai batu malang
Link: https://www.google.com/maps/search/Pantai+batu+malang/@-7.1583285,112.8057319?authuser=0&hl=id&entry=ttu
Reviews: 69 reviews",,0838-5260-4212,1,Wisata Pantai Martajasah (Pemilik),,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq8O4gbKJ3khXivOMTgm3DrXvpNuqkz3zASPecAGD40u2axHa1FWz0e_DGBzx2wCXtH4J7f2TlCEErYwGZkhP0xuAC8tAR2trLJC8hU0Yb499yBEr1nSqFjUV0oc5x7jHYAcqmk=s1024,Tujuan Wisata,Tujuan Wisata,08.00-18.30,,Open All Days,"XP56+9GV, Jl. Raya Kramat, Area Sawah, Mertajasah, Kec. Bangkalan, Kabupaten Bangkalan, Jawa Timur","monyetnya, mangrove, pemandangan, sore, anak, jembatan bambu, potensi, panas, taman, liburan",https://www.google.com/maps/place/Wisata+Pantai+Martajasah/data=!4m7!3m6!1s0x2dd80753f05b452b:0xe0f798d7619a5b5c!8m2!3d-7.0415184!4d112.7113078!16s%2Fg%2F11ssnnhq29!19sChIJK0Vb8FMH2C0RXFuaYdeY9-A?authuser=0&hl=id&rclk=1,beaches in bangkalan
ChIJHWtJ5tOK1y0RR8pgBQEOdN0,Pantai Pasir Putih Modung,,,100,4.6,,,,,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqCoyFqv3glMjK_L7Ycf9e-HTcQqeHzuQPbPuOJawN3VZYE7Kvg7pDPsEEfn0JmgFcFiQC9ejfH1DsNDdXwd5SKlUF6Jh_ttc7x1n63BaPzrwmBZ3H3M8wvF3ZTVzLFql1EqtF65w=s1024,Pantai,Pantai,,,Open All Days,"Ds, Gumong, Pangpajung, Kec. Modung, Kabupaten Bangkalan, Jawa Timur",bakso,https://www.google.com/maps/place/Pantai+Pasir+Putih+Modung/data=!4m7!3m6!1s0x2dd78ad3e6496b1d:0xdd740e010560ca47!8m2!3d-7.2066918!4d113.0065211!16s%2Fg%2F11f4pqjzfd!19sChIJHWtJ5tOK1y0RR8pgBQEOdN0?authuser=0&hl=id&rclk=1,beaches in bangkalan
ChIJfWw-78sD2C0R8gpRc-uC0zw,Pantai batu malang,,,69,3.9,"Name: Pantai Rindu
Link: https://www.google.com/maps/search/Pantai+Rindu/@-7.159806499999999,112.77659609999999?authuser=0&hl=id&entry=ttu
Reviews: 1385 reviews

Name: Pantai Gebang
Link: https://www.google.com/maps/search/Pantai+Gebang/@-6.9856497,112.7867654?authuser=0&hl=id&entry=ttu
Reviews: 141 reviews

Name: Wisata Pantai Martajasah
Link: https://www.google.com/maps/search/Wisata+Pantai+Martajasah/@-7.041518399999999,112.7113078?authuser=0&hl=id&entry=ttu
Reviews: 100 reviews

Name: Pantai asoka
Link: https://www.google.com/maps/search/Pantai+asoka/@-7.1583162,112.8046067?authuser=0&hl=id&entry=ttu
Reviews: 1 reviews",,,1,Pantai batu malang (Pemilik),,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noqf_VcC0Kp2QuVTbUz9CJmiQOL72xVv1mHb59bUO4tpaa_5OAo_bt6gJOdHAQrZ_dfw6123lp9D8a9i3kwd7ybjILtoPYUFhcuJK-dIvyqVD8mByTswuHKdmYTog1nFx8TfsQApphkY6NM=s1024,Tujuan Wisata,Tujuan Wisata,,,Open All Days,"RRR4+M79, Kejawan, Sukolilo Tim., Kec. Labang, Kabupaten Bangkalan, Jawa Timur 69163","parkir, pemandangan, kerang, panas, botol, gada, fasilitas, motor, tempat sampah, kebersihan",https://www.google.com/maps/place/Pantai+batu+malang/data=!4m7!3m6!1s0x2dd803cbef3e6c7d:0x3cd382eb73510af2!8m2!3d-7.1583285!4d112.8057319!16s%2Fg%2F11sz2rhntb!19sChIJfWw-78sD2C0R8gpRc-uC0zw?authuser=0&hl=id&rclk=1,beaches in bangkalan
ChIJC6iONgc_2C0R4DkrhUP1kqg,Siring Kemuning,,,136,4.1,,,,,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqKpPsBM-K12W2G3lQetHEB7ldbE5ZF_Zz2Gwiq41YKLShbzBZtYYB8gjx-tQtSbK56krif6LPVGwKw92OfXmq2_2Yv6JJNnZNpdW3PwzjOxJ64BSRFIMu7PoenNVDbunCc7hUL=s1024,Pantai,Pantai,,,Open All Days,"Macajah, Kec. Tj. Bumi, Kabupaten Bangkalan, Jawa Timur","jalan raya, rumah, liburan, wisatanya",https://www.google.com/maps/place/Siring+Kemuning/data=!4m7!3m6!1s0x2dd83f07368ea80b:0xa892f543852b39e0!8m2!3d-6.8847222!4d113.0505556!16s%2Fg%2F11cs004sq7!19sChIJC6iONgc_2C0R4DkrhUP1kqg?authuser=0&hl=id&rclk=1,beaches in bangkalan
ChIJd_C14Po_2C0RVu161faQYn0,Siring Kemuning Beach,,,15,4.1,"Name: Pantai Tengket
Link: https://www.google.com/maps/search/Pantai+Tengket/@-6.8887148,112.94738319999999?authuser=0&hl=id&entry=ttu
Reviews: 7 reviews

Name: Pantai Siring kemuning
Link: https://www.google.com/maps/search/Pantai+Siring+kemuning/@-6.888705,113.0547093?authuser=0&hl=id&entry=ttu
Reviews: No Reviews reviews

Name: Jembatan siring kemuning
Link: https://www.google.com/maps/search/Jembatan+siring+kemuning/@-6.8914066,113.0553983?authuser=0&hl=id&entry=ttu
Reviews: No Reviews reviews",,,1,Siring Kemuning Beach (Pemilik),,https://lh3.googleusercontent.com/gps-cs-s/AC9h4not-4izIRonWr3nqiIa_fRU_SPoXLHZNk7spc080_Neb4VNhN6Q3XZ4ghBh0woLN1vl8HgROMjob-3xfsk8AaBMG7rI_uvek5e2GncSmkyjK2c3AtG4r8cPznD9Z6vLz3V3Fwq_=s1024,Tujuan Wisata,Tujuan Wisata,Buka 24 jam,,Open All Days,"4382+3C2, Macajah, Kec. Tj. Bumi, Kabupaten Bangkalan, Jawa Timur 69156",,https://www.google.com/maps/place/Siring+Kemuning+Beach/data=!4m7!3m6!1s0x2dd83ffae0b5f077:0x7d6290f6d57aed56!8m2!3d-6.884863!4d113.0510082!16s%2Fg%2F11fhl2ws6m!19sChIJd_C14Po_2C0RVu161faQYn0?authuser=0&hl=id&rclk=1,beaches in bangkalan
ChIJwchCtNEH2C0RGwO4Wz4eNxc,Pesisir Gilipari Ujungpiring,Pesisir pantai Hutan Bakau yang masih cukup terawat dengan baik,,17,4.8,"Name: Kolla Langgundi
Link: https://www.google.com/maps/search/Kolla+Langgundi/@-7.040273399999999,112.7087528?authuser=0&hl=id&entry=ttu
Reviews: 185 reviews

Name: PANTAI KAGUM Pasir Putih
Link: https://www.google.com/maps/search/PANTAI+KAGUM+Pasir+Putih/@-7.207771200000001,113.0043254?authuser=0&hl=id&entry=ttu
Reviews: 2 reviews",,,,Pesisir Gilipari Ujungpiring (Pemilik),https://www.google.com/maps/contrib/100911421326022554443,https://lh3.googleusercontent.com/p/AF1QipP-eOGxLkRFZj3xjuP_KxQPYEvO5uC7loKJeFec=s1024,Tujuan Wisata,Tujuan Wisata,,,Open All Days,"Gili Paris, Ujung Piring, Kec. Bangkalan, Kabupaten Bangkalan, Jawa Timur 69118","pemandangan, kaki, perahu",https://www.google.com/maps/place/Pesisir+Gilipari+Ujungpiring/data=!4m7!3m6!1s0x2dd807d1b442c8c1:0x17371e3e5bb8031b!8m2!3d-7.0342079!4d112.6961043!16s%2Fg%2F11jg8pj_l8!19sChIJwchCtNEH2C0RGwO4Wz4eNxc?authuser=0&hl=id&rclk=1,beaches in bangkalan
ChIJXe0BZvM52C0RdetiPMMGcg8,De Lobuq Beach,,,5,4,"Name: Pantai LOBUK Bumianyar
Link: https://www.google.com/maps/search/Pantai+LOBUK+Bumianyar/@-6.8933588,113.12451449999999?authuser=0&hl=id&entry=ttu
Reviews: 46 reviews

Name: Bujuk biluk
Link: https://www.google.com/maps/search/Bujuk+biluk/@-6.892115899999999,113.1071516?authuser=0&hl=id&entry=ttu
Reviews: 33 reviews

Name: Pantai Lobuk Trapang
Link: https://www.google.com/maps/search/Pantai+Lobuk+Trapang/@-6.8930962,113.12558?authuser=0&hl=id&entry=ttu
Reviews: 17 reviews

Name: Pantai Indah Tanjungbumi
Link: https://www.google.com/maps/search/Pantai+Indah+Tanjungbumi/@-6.894946999999999,113.1168868?authuser=0&hl=id&entry=ttu
Reviews: 15 reviews

Name: LOBUKBEACH
Link: https://www.google.com/maps/search/LOBUKBEACH/@-6.8933568,113.12451080000001?authuser=0&hl=id&entry=ttu
Reviews: No Reviews reviews",,0812-3155-5287,1,De Lobuq Beach (Pemilik),,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npsNEi3scEQoXDmNNFnooBPjYtociHWhLJ_8HeVjV-LebABAR-7HR-ck5byPHvmiBsFaJgJpXb5j6AOOx9-xezJluOZM1Np13fU4Qz3SkvJPXmoSuJA2Nh9Ux9b77oaLVNH_Ld6jQ=s1024,Tujuan Wisata,Tujuan Wisata,Buka 24 jam,,"Selasa, Rabu, Kamis, Jumat, Sabtu","444F+642, Bumi Anyar, Kec. Tj. Bumi, Kabupaten Bangkalan, Jawa Timur 69156",,https://www.google.com/maps/place/De+Lobuq+Beach/data=!4m7!3m6!1s0x2dd839f36601ed5d:0xf7206c33c62eb75!8m2!3d-6.8944814!4d113.1227642!16s%2Fg%2F11gvsdvqbt!19sChIJXe0BZvM52C0RdetiPMMGcg8?authuser=0&hl=id&rclk=1,beaches in bangkalan
ChIJFaoYW1UD2C0R30uQ_sot0XY,Kutai Sukbar,"Kutai Sukbar adalah cafe hits, dengan suguhan pemandangan alam laut, dan senja yang sangat indah. Posisi cafe yang berada di timur suramadu membuat pengunjung dimanjakan dengan background Jembatan Suramadu yang di bayangi oleh senja.",,680,4,"Name: Taman Budaya Sentra IKM
Link: https://www.google.com/maps/search/Taman+Budaya+Sentra+IKM/@-7.1445833,112.7887676?authuser=0&hl=id&entry=ttu
Reviews: 193 reviews

Name: Kolla Langgundi
Link: https://www.google.com/maps/search/Kolla+Langgundi/@-7.040273399999999,112.7087528?authuser=0&hl=id&entry=ttu
Reviews: 185 reviews",,,,Kutai Sukbar (Pemilik),https://www.google.com/maps/contrib/113736438439994437185,https://lh3.googleusercontent.com/p/AF1QipNKX5VhMnpEDsVItQc-pwl-dh5b9n1XEx2Z40rg=s1024,Tujuan Wisata,"Tujuan Wisata, Kafe, Pusat Rekreasi, Restoran, Taman Rekreasi Air",07.00-20.30,,Kamis,"Dusun Jarat Lanjang, Sukolilo Bar., Kec. Labang, Kabupaten Bangkalan, Jawa Timur 69163","parkir, foto, pemandangan, gang, tiket, santai, pantai, menu, cafe, panas",https://www.google.com/maps/place/Kutai+Sukbar/data=!4m7!3m6!1s0x2dd803555b18aa15:0x76d12dcafe904bdf!8m2!3d-7.1593886!4d112.7943395!16s%2Fg%2F11l4g_vcsb!19sChIJFaoYW1UD2C0R30uQ_sot0XY?authuser=0&hl=id&rclk=1,beaches in bangkalan
ChIJ-887R5wP2C0R_gizOVEtEeg,Pantai pandela,,,46,3.9,"Name: Pantai Pasir Putih Tlangoh
Link: https://www.google.com/maps/search/Pantai+Pasir+Putih+Tlangoh/@-6.8835598000000005,113.0477832?authuser=0&hl=id&entry=ttu
Reviews: 1479 reviews

Name: Pantai Gebang
Link: https://www.google.com/maps/search/Pantai+Gebang/@-6.9856497,112.7867654?authuser=0&hl=id&entry=ttu
Reviews: 141 reviews

Name: Wisata Pantai Martajasah
Link: https://www.google.com/maps/search/Wisata+Pantai+Martajasah/@-7.041518399999999,112.7113078?authuser=0&hl=id&entry=ttu
Reviews: 100 reviews

Name: Wisata Pasir Putih
Link: https://www.google.com/maps/search/Wisata+Pasir+Putih/@-6.9456104,112.8136153?authuser=0&hl=id&entry=ttu
Reviews: 4 reviews",,0813-3344-4609,1,Pantai pandela (Pemilik),,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np8gdHJ4lEjAkR_7-2Dk8paX2czNydrC4e9xI55IwJ3u-bvAhDxxuuEcjjxsVqVlKveV02jNALQ3h1Xm7_QVTjLfGX3HrIiMdf88ERjTSxY3x22dgXH3xPcPRBWCY7fJGHEfT-14g=s1024,Tujuan Wisata,Tujuan Wisata,Buka 24 jam,,Open All Days,"2QGV+PM8, Pocogan, Lajing, Kec. Arosbaya, Kabupaten Bangkalan, Jawa Timur 69515","pantainya, penjual, abrasi, bibir pantai, panas, bermain, cuaca, desa",https://www.google.com/maps/place/Pantai+pandela/data=!4m7!3m6!1s0x2dd80f9c473bcffb:0xe8112d5139b308fe!8m2!3d-6.9732128!4d112.7941883!16s%2Fg%2F11k28kbgsr!19sChIJ-887R5wP2C0R_gizOVEtEeg?authuser=0&hl=id&rclk=1,beaches in bangkalan
ChIJE-QNosv51y0Rf16sW6tBihc,Pantai Batu Batu Kenjeran,,,344,4.3,,,,,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrHXuB_KLEc0YtoWrRTZ-9j1r1NWcW2P9No-A6CksuN26rVTAQFKV9K7aANObBdGkDXv3zYVBpaMw5KkasNIrhTIG8v8ZlkevJe_eLcNZTXtkHNOCmBvyKLsdMcd142kFKg9wU=s1024,Pantai,Pantai,,,Open All Days,"Jl. Pantai Kenjeran, Kenjeran, Surabaya, Jawa Timur 60123","pemandangan, kebersihan, sore, wisata, pagi, pedagang, lontong, nelayan, dingin, es",https://www.google.com/maps/place/Pantai+Batu+Batu+Kenjeran/data=!4m7!3m6!1s0x2dd7f9cba20de413:0x178a41ab5bac5e7f!8m2!3d-7.2270152!4d112.7911437!16s%2Fg%2F11cn67w0md!19sChIJE-QNosv51y0Rf16sW6tBihc?authuser=0&hl=id&rclk=1,beaches in bangkalan
ChIJsz4TFToD2C0RARlvgdn6f_g,Dermaga Rindu,"Dermaga kayu dipenuhi restoran & terang saat malam, terkenal dengan panorama Jembatan Suramadu & fotografi.",,1148,4.1,"Name: Pantai Rindu
Link: https://www.google.com/maps/search/Pantai+Rindu/@-7.159806499999999,112.77659609999999?authuser=0&hl=id&entry=ttu
Reviews: 1385 reviews

Name: Wisata Alam Kesek
Link: https://www.google.com/maps/search/Wisata+Alam+Kesek/@-7.1611484999999995,112.7722818?authuser=0&hl=id&entry=ttu
Reviews: 220 reviews

Name: Cafe Pantai Rindu
Link: https://www.google.com/maps/search/Cafe+Pantai+Rindu/@-7.1598511,112.7765495?authuser=0&hl=id&entry=ttu
Reviews: 145 reviews

Name: Perahu Cinta
Link: https://www.google.com/maps/search/Perahu+Cinta/@-7.160179200000001,112.77661339999999?authuser=0&hl=id&entry=ttu
Reviews: 40 reviews

Name: DERMAGA RASA
Link: https://www.google.com/maps/search/DERMAGA+RASA/@-7.1615933,112.7724471?authuser=0&hl=id&entry=ttu
Reviews: 24 reviews",,,1,Dermaga Rindu (Pemilik),,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrBenreGd71s1Ap6kB1JTz4N8cQ-K2NOjkrLoK5La9e04qHW3-J0TAPEkqB5lMqQ6HMdQCNTyexvBKQxE6K6Rq_bdm0kG048VtQcbuhdGIJjYudP12-IjP684s89BUpySQnAdxh=s1024,Tujuan Wisata,Tujuan Wisata,10.00-21.30,,Open All Days,"RQQC+9WF, Unnamed Road, Kesek, Kec. Labang, Kabupaten Bangkalan, Jawa Timur 69163","pemandangan, menu, minuman, cafe, sore, kapal, santai, tiket, lampu, meja",https://www.google.com/maps/place/Dermaga+Rindu/data=!4m7!3m6!1s0x2dd8033a15133eb3:0xf87ffad9816f1901!8m2!3d-7.1615681!4d112.7723073!16s%2Fg%2F11qq1ymtzj!19sChIJsz4TFToD2C0RARlvgdn6f_g?authuser=0&hl=id&rclk=1,beaches in bangkalan
ChIJG6lQF-z51y0RPptoWPY2GG4,Pantai Sagara,,,24,4.1,,https://www.surabaya.go.id/,,,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npHJz3IOkK-m_nlTzIQRZBUuCXUvKLezcdzs7xT7sK8bfKzvxxUe70vV9VsPSdLzVFE1m7o9nu3lr461_U7fkOieji-HmQdOmnGbpqHBEE457WQf_Qz6nLskAIelJ87Qo4EqgY=s1024,Pantai,Pantai,,,Open All Days,"Jl. Kedung Cowek, Kedung Cowek, Kec. Bulak, Surabaya, Jawa Timur 60126",,https://www.google.com/maps/place/Pantai+Sagara/data=!4m7!3m6!1s0x2dd7f9ec1750a91b:0x6e1836f658689b3e!8m2!3d-7.2089671!4d112.7802991!16s%2Fg%2F11f76yyds1!19sChIJG6lQF-z51y0RPptoWPY2GG4?authuser=0&hl=id&rclk=1,beaches in bangkalan
ChIJJyveexz51y0RPJqKW5KEK0E,Noko Selayar Bawean Jawa Timut,,,115,4,,,,,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noMnfLCYzELPSfN2lbKU1fCj83q5sZ9ICt2uYrNKCkZclmdZnYxusDdZNPDwhY5WFTABzxS7MYAnNJ_TmDUnxSvi1EXsp4CSLmVczJhSrwPmK3lCYE7XreLKUnxoYWIx93--1CA3w=s1024,Pantai,Pantai,,,Open All Days,"I, Sombo 5 No.7, Sidotopo, Kec. Semampir, Surabaya, Jawa Timur 60152","informasi, ajaran sesat, nelayan",https://www.google.com/maps/place/Noko+Selayar+Bawean+Jawa+Timut/data=!4m7!3m6!1s0x2dd7f91c7bde2b27:0x412b84925b8a9a3c!8m2!3d-7.2311166!4d112.7475199!16s%2Fg%2F11g8vcjfcb!19sChIJJyveexz51y0RPJqKW5KEK0E?authuser=0&hl=id&rclk=1,beaches in bangkalan
ChIJ-ZhJ6VEG2C0RUbuouwLtOMk,Mercusuar Bangkalan,"Mercusuar putih yang khas di area terpencil, dengan pemandangan tepi pantai yang indah.",,1139,4.2,"Name: Wisata Pantai Martajasah
Link: https://www.google.com/maps/search/Wisata+Pantai+Martajasah/@-7.041518399999999,112.7113078?authuser=0&hl=id&entry=ttu
Reviews: 100 reviews

Name: Museum Cakraningrat
Link: https://www.google.com/maps/search/Museum+Cakraningrat/@-7.0485530999999995,112.7354412?authuser=0&hl=id&entry=ttu
Reviews: 74 reviews

Name: Benteng Bangkalan
Link: https://www.google.com/maps/search/Benteng+Bangkalan/@-7.0243478,112.75101529999999?authuser=0&hl=id&entry=ttu
Reviews: 45 reviews

Name: Negeri Madura
Link: https://www.google.com/maps/search/Negeri+Madura/@-7.0600328999999995,112.67443929999999?authuser=0&hl=id&entry=ttu
Reviews: 4 reviews

Name: Menara suar sembilangan
Link: https://www.google.com/maps/search/Menara+suar+sembilangan/@-7.0600149,112.6744518?authuser=0&hl=id&entry=ttu
Reviews: 3 reviews",,,1,Mercusuar Bangkalan (Pemilik),,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrMbIk0qla3ZADBDmhVT4GUVQkzCEtgZK72fK1grFkCR6VZib1hzLtMFdtfZ2oDaKt05joEmURN73AIOxCl9v_bohsZsyWoxRXbWtmi4kbpr_SwC_HkLd7B62NpRPkZATNnUp-a=s1024,Bangunan Bersejarah,"Bangunan Bersejarah, Tujuan Wisata",08.00-16.00,,Open All Days,"WMQF+VR2, Jalan Sembilangan, Socah, Slempit, Pernajuh, Kec. Bangkalan, Kabupaten Bangkalan, Jawa Timur 69161","wisata, foto, rujak, keluarga, pemandangan, 1879, menara suar, kolonial, rekreasi, navigasi",https://www.google.com/maps/place/Mercusuar+Bangkalan/data=!4m7!3m6!1s0x2dd80651e94998f9:0xc938ed02bba8bb51!8m2!3d-7.0603681!4d112.6745166!16s%2Fg%2F11b6t2ptvs!19sChIJ-ZhJ6VEG2C0RUbuouwLtOMk?authuser=0&hl=id&rclk=1,beaches in bangkalan
ChIJFxo8JgAd2C0R_aPR_uC4egE,Wisata Tebul Bahari,,,11,4.8,"Name: Sungai Tekobir
Link: https://www.google.com/maps/search/Sungai+Tekobir/@-6.9137609,112.94889010000001?authuser=0&hl=id&entry=ttu
Reviews: 11 reviews

Name: PEMANDIAN TEKOBIR
Link: https://www.google.com/maps/search/PEMANDIAN+TEKOBIR/@-6.912548999999999,112.94774520000001?authuser=0&hl=id&entry=ttu
Reviews: 1 reviews

Name: Tambatan perahu batuan
Link: https://www.google.com/maps/search/Tambatan+perahu+batuan/@-7.0747211,112.70707829999999?authuser=0&hl=id&entry=ttu
Reviews: No Reviews reviews",,,1,Wisata Tebul Bahari (Pemilik),,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqZGB7SfRIiyV79n1m1wvyZfrZ3fm5Xc3VG72P0IyH497Mu07diWvsJsbQI-Y1mfH5QTsDEmBvY3-8FYqUrGrOPV5iD7k9ci4ZJxo6Hz9lbpFE2AOTQ24gCUjniTPw3z65cuTJEUtSgDDA=s1024,Tujuan Wisata,Tujuan Wisata,09.00-21.00,,Open All Days,"RRQG+3G, Tebul, Kabupaten Bangkalan, Jawa Timur",harga,https://www.google.com/maps/place/Wisata+Tebul+Bahari/data=!4m7!3m6!1s0x2dd81d00263c1a17:0x17ab8e0fed1a3fd!8m2!3d-7.162289!4d112.826327!16s%2Fg%2F11l_1kv_w5!19sChIJFxo8JgAd2C0R_aPR_uC4egE?authuser=0&hl=id&rclk=1,beaches in bangkalan
ChIJi_3MwSoA2C0Rm3_XobPZhBc,Pantai Karang Kering,,,443,4.1,,,,,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noW9zCZxRCReXag8fYkLdqhQpzuKKpRTeb-1e1df2361zmkQK8kTDByS4AAF-3xFXtAGnUGwqx3cJAj6re9UP6hQv24zzlt4sHDYgVzy6X9mymiitSVI_abM8onAx2s13zOYBDfOA=s1024,Pantai,Pantai,,,Open All Days,"Jl. Kapten Darmo Sugondo, Karang Kering, Karangkering, Kec. Kebomas, Kabupaten Gresik, Jawa Timur 61123","mangrove, pagi, sunrise, pemandangan, wisata, motor, sore, foto, senja, surut",https://www.google.com/maps/place/Pantai+Karang+Kering/data=!4m7!3m6!1s0x2dd8002ac1ccfd8b:0x1784d9b3a1d77f9b!8m2!3d-7.1887911!4d112.6657622!16s%2Fg%2F11cmmq_xtk!19sChIJi_3MwSoA2C0Rm3_XobPZhBc?authuser=0&hl=id&rclk=1,beaches in bangkalan
ChIJuUN5cFID2C0ReAeppcgQTS0,DERMAGA RASA,Live music di jam senja setiap hari sabtu & minggu,,24,4.4,"Name: Dermaga Rindu
Link: https://www.google.com/maps/search/Dermaga+Rindu/@-7.161568099999999,112.77230730000001?authuser=0&hl=id&entry=ttu
Reviews: 1148 reviews

Name: Dermaga Ferry
Link: https://www.google.com/maps/search/Dermaga+Ferry/@-7.175155900000001,112.7216651?authuser=0&hl=id&entry=ttu
Reviews: 648 reviews

Name: Wisata Alam Kesek
Link: https://www.google.com/maps/search/Wisata+Alam+Kesek/@-7.1611484999999995,112.7722818?authuser=0&hl=id&entry=ttu
Reviews: 220 reviews

Name: Perahu Cinta
Link: https://www.google.com/maps/search/Perahu+Cinta/@-7.160179200000001,112.77661339999999?authuser=0&hl=id&entry=ttu
Reviews: 40 reviews

Name: Dermaga Bancaran
Link: https://www.google.com/maps/search/Dermaga+Bancaran/@-7.012454699999999,112.75950340000001?authuser=0&hl=id&entry=ttu
Reviews: 2 reviews",,0858-5375-7565,,DERMAGA RASA (Pemilik),https://www.google.com/maps/contrib/100529019663538286568,https://lh3.googleusercontent.com/p/AF1QipNnDdAszm75IEDrkL0rw0JlX-Da-F6ZvDZSK3O9=s1024,Tujuan Wisata,Tujuan Wisata,09.00-22.00,,Open All Days,"Jl. Basis Batuporon No.57-58, Kesek, Kec. Labang, Kabupaten Bangkalan, Jawa Timur 69163","pemandangan, music, menu, minuman",https://www.google.com/maps/place/DERMAGA+RASA/data=!4m7!3m6!1s0x2dd80352707943b9:0x2d4d10c8a5a90778!8m2!3d-7.1615933!4d112.7724471!16s%2Fg%2F11nh7t8ssq!19sChIJuUN5cFID2C0ReAeppcgQTS0?authuser=0&hl=id&rclk=1,beaches in bangkalan
